States,Total Cases,Recovered,Death,Date,Latitude,Longitude
Andaman and Nicobar Islands,16,11,0,2020-04-21,11.7401,92.6586
Andhra Pradesh,757,96,22,2020-04-21,15.9129,79.74
Arunachal Pradesh,1,1,0,2020-04-21,28.218,94.7278
Assam,35,19,1,2020-04-21,26.2006,92.9376
Bihar,114,42,2,2020-04-21,25.0961,85.3131
Chandigarh,26,13,0,2020-04-21,30.7333,76.7794
Chhattisgarh,36,25,0,2020-04-21,21.2787,81.8661
Delhi,2081,431,47,2020-04-21,28.7041,77.1025
Goa,7,7,0,2020-04-21,15.2993,74.124
Gujarat,2066,131,77,2020-04-21,22.2587,71.1924
Haryana,254,127,3,2020-04-21,29.0588,76.0856
Himachal Pradesh,39,16,1,2020-04-21,31.1048,77.1734
Jammu and Kashmir,368,71,5,2020-04-21,33.7782,76.5762
Jharkhand,46,0,2,2020-04-21,23.6102,85.2799
Karnataka,415,114,17,2020-04-21,15.3173,75.7139
Kerala,408,291,3,2020-04-21,10.8505,76.2711
Ladakh,18,14,0,2020-04-21,34.2996,78.2932
Madhya Pradesh,1540,127,76,2020-04-21,22.9734,78.6569
Maharashtra,4669,572,232,2020-04-21,19.7515,75.7139
Manipur,2,2,0,2020-04-21,24.6637,93.9063
Meghalaya,11,0,1,2020-04-21,25.467,91.3662
Mizoram,1,0,0,2020-04-21,23.1645,92.9376
Nagaland,0,0,0,2020-04-21,26.1584,94.5624
Odisha,74,24,1,2020-04-21,20.9517,85.0985
Puducherry,7,3,0,2020-04-21,11.9416,79.8083
Punjab,245,39,16,2020-04-21,31.1471,75.3412
Rajasthan,1576,205,25,2020-04-21,27.0238,74.2179
Tamil Nadu,1520,457,17,2020-04-21,11.1271,78.6569
Telengana,919,190,23,2020-04-21,18.1124,79.0193
Tripura,2,1,0,2020-04-21,23.9408,91.9882
Uttarakhand,46,18,0,2020-04-21,30.0668,79.0193
Uttar Pradesh,1294,140,20,2020-04-21,26.8467,80.9462
West Bengal,392,73,12,2020-04-21,22.9868,87.855
